Model,Avg_Extraction_Time_ms,EER,TAR@FAR=1e-3,Rank-1_Accuracy,Rank-5_Accuracy,Total_Identities,Total_Images
buffalo_s,38.051488355109605,0.03640040444893832,0.9261880687563195,0.926338102808691,0.9576046634870164,100,1987
