frame_id,video,cosine,l2,l1,mahalanobis,pearson,embed_ms
191,known,0.571698,0.925529,16.759693,2.80386,0.57194,11.913
192,known,0.568595,0.928876,16.893452,2.801942,0.569138,11.532
193,known,0.552652,0.945884,17.192514,2.824221,0.552882,11.461
194,known,0.545639,0.953269,17.221519,2.854477,0.545949,11.502
195,known,0.519195,0.980617,17.579792,2.916455,0.520056,11.662
196,known,0.509575,0.990379,17.790283,2.902699,0.509029,11.285
197,known,0.502661,0.997335,17.718718,2.939202,0.50274,11.501
198,known,0.526271,0.973375,17.318035,2.892899,0.527224,11.409
199,known,0.53995,0.959219,17.174034,2.868146,0.541064,11.476
200,known,0.524031,0.975673,17.378571,2.908814,0.525964,11.37
201,known,0.538409,0.960824,17.227974,2.895978,0.539752,11.499
202,known,0.532627,0.966822,17.376553,2.9061,0.532968,11.522
203,known,0.542901,0.956136,17.197235,2.86871,0.544028,11.292
204,known,0.57163,0.925603,16.728775,2.783399,0.572198,11.489
205,known,0.555075,0.943319,16.97097,2.835912,0.554654,11.655
206,known,0.545302,0.953622,17.175165,2.859183,0.546741,11.431
207,known,0.540931,0.958195,17.126715,2.868535,0.541518,11.425
208,known,0.544851,0.954095,17.0028,2.83438,0.545805,11.343
209,known,0.523621,0.976093,17.585545,2.881498,0.525594,11.44
210,known,0.534256,0.965136,17.529173,2.864146,0.534683,11.384
211,known,0.503753,0.99624,17.891283,2.905016,0.504866,11.546
212,known,0.535101,0.96426,17.258434,2.769634,0.535836,11.608
213,known,0.594322,0.900753,16.286549,2.655918,0.593276,11.416
214,known,0.608745,0.884596,15.785254,2.613378,0.608478,11.437
215,known,0.621091,0.870528,15.390368,2.552638,0.620989,11.44
216,known,0.622734,0.868637,15.647448,2.547159,0.622499,11.375
217,known,0.621739,0.869783,15.670059,2.515233,0.622992,11.42
218,known,0.556826,0.94146,17.026104,2.694098,0.558979,11.521
219,known,0.587616,0.908167,16.435453,2.604615,0.589886,11.47
220,known,0.597423,0.897303,16.176163,2.595298,0.598606,11.511
221,known,0.57525,0.921683,16.490976,2.676122,0.576158,11.549
222,known,0.569918,0.92745,16.668083,2.710768,0.57076,11.535
223,known,0.569209,0.928215,16.6991,2.682793,0.570427,11.513
224,known,0.57923,0.917355,16.378643,2.667625,0.580065,11.469
225,known,0.59163,0.903737,16.249306,2.634993,0.592662,11.56
226,known,0.574244,0.922775,16.815191,2.695726,0.575384,11.553
227,known,0.580388,0.916091,16.536043,2.680575,0.58053,11.531
228,known,0.571652,0.925579,16.771809,2.699339,0.571786,11.383
229,known,0.543813,0.955183,17.085011,2.732754,0.544724,11.471
230,known,0.544844,0.954103,17.157177,2.736628,0.545976,11.887
231,known,0.515108,0.984776,17.531067,2.807872,0.51642,11.419
232,known,0.532151,0.967315,17.230087,2.77836,0.532529,11.514
233,known,0.519349,0.98046,17.488846,2.796819,0.519854,11.257
234,known,0.545641,0.953267,16.639734,2.72528,0.545783,11.444
235,known,0.505461,0.994524,17.63393,2.82949,0.505925,11.281
236,known,0.537268,0.962011,16.910089,2.747373,0.538014,11.352
237,known,0.551605,0.94699,16.569643,2.715499,0.552411,11.536
238,known,0.554562,0.943862,16.529591,2.70842,0.555291,11.499
239,known,0.536014,0.963313,17.336315,2.770471,0.536491,11.477
240,known,0.53036,0.969165,17.506834,2.772947,0.530369,11.474
241,known,0.551768,0.946817,16.991606,2.721517,0.552561,11.523
242,known,0.577429,0.919316,16.295284,2.662722,0.577311,11.435
243,known,0.564235,0.933557,16.562244,2.687352,0.564007,11.399
244,known,0.562672,0.935231,16.61211,2.675849,0.562662,11.573
245,known,0.556725,0.941568,16.702618,2.678679,0.556741,11.405
246,known,0.537295,0.961982,17.055952,2.726751,0.537248,11.424
247,known,0.560421,0.937634,16.508583,2.679399,0.559859,11.356
248,known,0.574791,0.922182,16.453411,2.63932,0.574006,11.154
249,known,0.572741,0.924402,16.540714,2.632469,0.571901,11.238
250,known,0.58431,0.9118,16.375927,2.593709,0.58334,11.43
251,known,0.56285,0.935041,16.821993,2.664427,0.562358,11.421
252,known,0.552735,0.945796,16.92065,2.712933,0.551955,11.72
253,known,0.544537,0.954425,17.160736,2.739034,0.544617,11.199
254,known,0.556725,0.941568,17.353294,2.709648,0.557072,11.335
255,known,0.543796,0.955201,17.16091,2.718522,0.544346,11.235
256,known,0.522259,0.977488,17.759132,2.778242,0.524172,11.537
257,known,0.490848,1.00911,18.258652,2.876953,0.493573,11.392
258,known,0.408233,1.087904,19.801849,2.997854,0.409803,11.587
259,known,0.434749,1.063251,19.348322,2.957793,0.434724,11.432
260,known,0.449677,1.049116,19.286121,2.929909,0.449871,11.477
261,known,0.426709,1.070786,19.375622,3.033557,0.427166,11.403
262,known,0.409964,1.086311,19.690485,3.076846,0.411011,11.574
263,known,0.386073,1.108085,19.988392,3.0954,0.386169,11.547
264,known,0.406674,1.089336,19.654865,3.08942,0.406792,11.377
265,known,0.426021,1.071429,19.375031,3.036675,0.426045,11.487
266,known,0.421947,1.075224,19.34013,3.053899,0.422928,15.927
267,known,0.409804,1.086459,19.810261,3.081417,0.409871,11.25
268,known,0.444588,1.053956,19.171072,2.992302,0.444971,11.484
269,known,0.425756,1.071675,19.510759,3.055984,0.426346,11.78
270,known,0.423641,1.073647,19.783855,3.066546,0.423438,11.934
271,known,0.438602,1.05962,19.357151,3.040683,0.438107,11.466
272,known,0.452167,1.04674,19.012644,3.023945,0.452648,11.5
273,known,0.452026,1.046876,19.076086,3.061601,0.452871,11.492
274,known,0.45131,1.047559,18.995598,3.053885,0.45234,11.453
275,known,0.452303,1.046611,18.94245,3.049416,0.453047,11.31
276,known,0.451589,1.047293,18.966532,3.047497,0.452245,16.115
277,known,0.449675,1.049118,19.072439,3.020528,0.449167,11.411
278,known,0.42803,1.069551,19.388966,3.03574,0.427175,11.376
279,known,0.450834,1.048014,18.885715,3.036083,0.450944,11.425
280,known,0.443339,1.055141,19.349716,3.027616,0.443133,11.589
281,known,0.443335,1.055144,19.384285,3.045147,0.443348,11.708
282,known,0.435799,1.062263,19.476406,3.055342,0.435787,11.218
283,known,0.429122,1.06853,19.49822,3.058648,0.428675,11.648
284,known,0.441769,1.056628,19.250256,3.034355,0.441115,11.998
285,known,0.429153,1.068501,19.430603,3.060408,0.428235,12.481
286,known,0.422444,1.074761,19.438778,3.105615,0.421394,11.262
287,known,0.448698,1.050049,19.111286,3.042026,0.448062,11.478
288,known,0.42542,1.071989,19.439043,3.074157,0.424407,11.511
289,known,0.419363,1.077624,19.491337,3.023736,0.418607,11.431
290,known,0.462479,1.036843,18.650299,2.951805,0.462295,13.236
291,known,0.440235,1.058078,19.197601,2.911167,0.438997,11.602
292,known,0.460185,1.039052,18.551403,2.916992,0.459407,11.485
292,known,0.358325,1.13285,20.288342,3.372215,0.358654,11.039
293,known,0.509526,0.990428,17.966833,2.79881,0.507657,11.423
294,known,0.533315,0.966111,17.606401,2.717737,0.531653,11.408
294,known,0.345644,1.143989,20.273121,3.37339,0.346267,10.902
295,known,0.534628,0.964751,17.354239,2.718452,0.532898,11.213
295,known,0.360263,1.131138,20.168983,3.347566,0.360668,10.895
296,known,0.550881,0.947754,16.807941,2.641096,0.549808,11.693
296,known,0.363878,1.127938,19.916355,3.344867,0.364295,11.187
297,known,0.595957,0.898936,15.922557,2.541102,0.59507,11.239
297,known,0.369574,1.122877,20.014542,3.335809,0.370147,10.895
298,known,0.578234,0.91844,16.590477,2.611528,0.577983,11.378
298,known,0.377057,1.116192,20.023252,3.308128,0.377362,11.105
299,known,0.390725,1.10388,19.810974,3.273579,0.390994,11.916
299,known,0.553907,0.944556,17.146946,2.707492,0.554945,11.198
300,known,0.412593,1.083889,19.209116,3.216133,0.412692,11.48
300,known,0.540683,0.958453,17.233587,2.789515,0.540343,11.244
301,known,0.406248,1.089727,19.547583,3.253023,0.406198,11.604
301,known,0.529562,0.969988,17.236572,2.807627,0.529659,11.111
302,known,0.403714,1.09205,19.613791,3.250515,0.403664,11.62
302,known,0.530726,0.968787,17.36384,2.831059,0.530754,11.386
303,known,0.405061,1.090815,19.776827,3.253889,0.405002,11.589
303,known,0.501129,0.998871,17.790373,2.914064,0.501773,11.205
304,known,0.382321,1.111467,20.254459,3.311957,0.382265,11.6
304,known,0.484174,1.015702,18.021986,2.950838,0.484693,11.249
305,known,0.395351,1.099681,19.982424,3.275758,0.395292,11.986
305,known,0.452866,1.046073,18.376108,3.01916,0.453213,11.482
306,known,0.417991,1.078897,19.603125,3.205153,0.417932,12.006
306,known,0.450063,1.048748,18.639027,3.044118,0.450857,12.496
307,known,0.42578,1.071653,19.65733,3.181426,0.425783,11.372
307,known,0.421007,1.076098,19.073622,3.109367,0.42234,10.96
308,known,0.441258,1.057111,19.452604,3.146078,0.441269,11.428
308,known,0.383217,1.11066,19.808781,3.205995,0.384871,11.146
309,known,0.442082,1.056331,19.168591,3.138172,0.442028,11.777
309,known,0.359337,1.131957,20.093521,3.236983,0.36011,11.141
310,known,0.427128,1.070394,19.48101,3.192095,0.427082,11.531
310,known,0.332805,1.155158,20.538511,3.296732,0.333797,11.227
311,known,0.434086,1.063874,19.358547,3.165901,0.434075,11.316
311,known,0.348414,1.141566,20.25436,3.267584,0.349542,11.163
312,known,0.404351,1.091466,19.515242,3.261431,0.404404,11.607
312,known,0.352434,1.138039,20.163689,3.263253,0.353046,11.229
313,known,0.405879,1.090065,19.631058,3.247824,0.406061,11.392
313,known,0.358317,1.132858,20.120037,3.264372,0.358995,11.111
314,known,0.403609,1.092146,19.523655,3.249741,0.403737,11.634
314,known,0.338572,1.150155,20.357212,3.308784,0.34005,11.142
315,known,0.412005,1.08443,19.483479,3.228973,0.411954,11.467
315,known,0.362896,1.128809,20.053097,3.265514,0.364291,11.093
316,known,0.422522,1.074689,19.386051,3.197456,0.422527,11.618
316,known,0.384349,1.109641,19.609632,3.213716,0.386934,11.213
317,known,0.412246,1.084209,19.499098,3.230458,0.412198,11.684
317,known,0.392862,1.101942,19.679615,3.174039,0.394366,11.233
318,known,0.417371,1.079471,19.521797,3.207188,0.417319,11.589
318,known,0.375898,1.11723,19.67647,3.220612,0.377638,11.341
319,known,0.412974,1.083536,19.779537,3.206757,0.412917,11.555
319,known,0.429189,1.068467,19.052259,3.054791,0.431372,11.289
320,known,0.43027,1.067455,19.627426,3.163389,0.430214,12.071
320,known,0.428775,1.068855,19.183281,3.059397,0.430524,11.728
321,known,0.43496,1.063052,19.454853,3.148555,0.434926,11.525
321,known,0.461804,1.037493,18.831772,2.970704,0.463551,11.138
322,known,0.42208,1.0751,19.578922,3.181401,0.422036,11.385
322,known,0.532755,0.96669,17.626894,2.789863,0.534675,10.878
323,known,0.413245,1.083287,19.593559,3.191842,0.413189,11.379
323,known,0.46776,1.031737,18.699539,2.953881,0.469243,11.066
324,known,0.379136,1.114329,20.299751,3.263518,0.379209,11.456
324,known,0.499477,1.000523,17.987276,2.823413,0.500857,11.049
325,known,0.415236,1.081447,19.725374,3.198589,0.415193,11.46
325,known,0.511321,0.988614,17.997145,2.778045,0.512085,11.179
326,known,0.457499,1.041635,18.975166,3.108995,0.457447,11.423
326,known,0.510833,0.989108,17.96526,2.748813,0.509911,11.218
327,known,0.45437,1.044634,18.893827,3.106118,0.454337,11.496
327,known,0.485205,1.014687,18.425539,2.82313,0.484308,11.164
328,known,0.466812,1.032655,18.582508,3.068459,0.466875,11.234
328,known,0.492611,1.007362,18.126553,2.837268,0.490989,11.171
329,known,0.460645,1.03861,18.405388,2.921353,0.45952,11.58
329,known,0.45195,1.046948,18.863752,3.116868,0.452015,11.181
330,known,0.438297,1.059908,19.138998,3.158872,0.438267,11.231
330,known,0.479333,1.020458,18.321917,2.902666,0.477873,10.934
331,known,0.490191,1.009761,18.321926,2.920241,0.489781,16.206
331,known,0.46565,1.03378,18.789999,3.086468,0.465812,11.313
332,known,0.515319,0.984561,18.000998,2.866715,0.515026,11.371
332,known,0.455693,1.043367,18.797913,3.114618,0.455997,11.141
333,known,0.470398,1.029176,18.519882,2.979883,0.469708,11.351
333,known,0.436256,1.061833,19.287788,3.158596,0.436377,11.146
334,known,0.487792,1.012134,18.305222,2.945528,0.487571,11.403
334,known,0.421638,1.075511,19.569996,3.201926,0.421598,11.175
335,known,0.484665,1.015219,18.19215,2.934657,0.484355,11.62
335,known,0.431374,1.06642,19.461857,3.170285,0.431673,11.239
336,known,0.482977,1.016881,18.196548,2.918689,0.482353,15.947
336,known,0.426997,1.070516,19.664715,3.1601,0.427019,14.869
337,known,0.474865,1.024827,18.544212,2.945934,0.473661,11.383
337,known,0.423003,1.074241,19.384443,3.176383,0.423005,11.144
338,known,0.478714,1.021064,18.393959,2.917448,0.477718,11.454
338,known,0.430568,1.067176,19.625189,3.151393,0.430594,10.971
339,known,0.47362,1.026041,18.63154,2.904855,0.472448,12.345
339,known,0.447662,1.051035,19.075735,3.119666,0.44806,11.526
340,known,0.48402,1.015854,18.236885,2.908909,0.482668,11.592
340,known,0.428232,1.069363,19.5266,3.166146,0.428272,11.483
341,known,0.483259,1.016603,18.331415,2.905232,0.481992,11.521
341,known,0.457622,1.041517,18.820572,3.084689,0.457697,11.317
342,known,0.423318,1.073948,19.548012,3.180057,0.423263,11.555
342,known,0.470299,1.029272,18.670904,2.936628,0.469056,11.424
343,known,0.456699,1.042402,19.062038,3.098502,0.456854,11.554
343,known,0.468575,1.030946,18.530258,2.954144,0.467239,11.195
344,known,0.484567,1.015316,18.378355,2.909254,0.48342,11.532
344,known,0.479659,1.020139,18.522678,3.029797,0.479823,11.183
345,known,0.48134,1.018489,18.145494,2.916618,0.480922,11.593
345,known,0.464598,1.034797,18.57703,3.070574,0.464734,11.198
346,known,0.462494,1.036828,18.314142,2.957383,0.462005,11.594
346,known,0.445566,1.053028,19.241179,3.145854,0.445716,11.235
347,known,0.473158,1.026491,18.612846,3.066791,0.473387,11.44
347,known,0.416757,1.08004,19.222885,3.058263,0.416495,11.239
348,known,0.395041,1.099963,19.475542,3.126105,0.394243,11.638
348,known,0.467892,1.031608,18.772505,3.078633,0.468032,11.147
349,known,0.420494,1.076574,19.008369,3.06345,0.420204,16.056
349,known,0.464136,1.035243,18.936584,3.093,0.464199,12.439
350,known,0.444276,1.054252,18.688637,3.010678,0.444143,11.39
350,known,0.464105,1.035273,18.877613,3.098011,0.46425,11.034
351,known,0.465657,1.033773,18.487671,2.949325,0.464393,11.936
351,known,0.482342,1.017504,18.58721,3.049877,0.482436,11.458
352,known,0.487094,1.012823,18.178476,2.913502,0.486357,11.862
352,known,0.459349,1.039857,19.09021,3.087156,0.45931,11.903
353,known,0.475028,1.024668,18.223633,2.986576,0.474958,11.47
353,known,0.436941,1.061187,19.257477,3.153796,0.436936,11.46
354,known,0.474691,1.024997,18.305038,2.986536,0.475122,12.024
354,known,0.432234,1.065614,19.448542,3.163627,0.43233,11.801
355,known,0.46953,1.03002,18.398132,2.994069,0.470871,16.009
355,known,0.428047,1.069536,19.599667,3.178485,0.428282,15.738
356,known,0.432215,1.065632,19.290047,3.164325,0.432591,12.303
356,known,0.470588,1.028992,18.398643,2.980857,0.470665,12.028
357,known,0.468314,1.031199,18.499807,2.999883,0.468128,11.458
357,known,0.428912,1.068726,19.478413,3.171186,0.429326,11.216
358,known,0.490337,1.009616,18.37615,2.923484,0.489852,11.371
358,known,0.442967,1.055493,19.218826,3.123581,0.443581,11.193
359,known,0.512167,0.987758,18.03129,2.863453,0.510857,11.438
359,known,0.425408,1.072,19.534142,3.169825,0.425712,11.11
360,known,0.401239,1.094314,19.634773,3.223952,0.401531,11.392
360,known,0.460806,1.038454,18.69862,2.981011,0.459423,11.105
361,known,0.46364,1.035722,18.632719,2.980804,0.463078,11.5
361,known,0.447956,1.050756,18.774357,3.13155,0.448424,11.141
362,known,0.439069,1.05918,19.259277,3.140271,0.439569,11.431
362,known,0.494389,1.005595,18.198792,2.903648,0.494745,11.112
363,known,0.499566,1.000433,18.178804,2.841463,0.500151,11.64
363,known,0.454046,1.044944,18.921318,3.122866,0.454502,11.304
364,known,0.441778,1.056619,19.108288,3.152782,0.442789,11.657
364,known,0.491288,1.008674,18.186743,2.881813,0.49109,11.122
365,known,0.430739,1.067015,19.40926,3.180059,0.431809,11.438
365,known,0.500454,0.999546,17.911482,2.859863,0.501106,11.203
366,known,0.442554,1.055884,19.210983,3.15767,0.443877,11.538
366,known,0.473289,1.026364,18.587315,2.865811,0.47431,11.288
367,known,0.478796,1.020984,18.460728,2.862843,0.479861,11.468
367,known,0.443031,1.055433,19.259758,3.14401,0.444491,11.189
368,known,0.451611,1.047272,19.050575,2.955612,0.451714,11.411
368,known,0.430502,1.067238,19.348289,3.176444,0.431387,11.212
369,known,0.490878,1.009081,18.196783,2.89128,0.490786,11.444
369,known,0.411348,1.085037,19.830616,3.225558,0.412544,11.085
370,known,0.499321,1.000679,18.177845,2.887981,0.499867,11.508
370,known,0.419777,1.07724,19.580914,3.209266,0.421017,11.203
371,known,0.513218,0.986694,17.978785,2.82185,0.514129,11.685
371,known,0.431474,1.066327,19.248241,3.164663,0.432677,11.293
372,known,0.499629,1.000371,18.14946,2.913752,0.500568,11.618
372,known,0.452699,1.046232,18.896534,3.11903,0.453909,11.713
373,known,0.454687,1.044331,18.529686,3.1023,0.456362,11.8
373,known,0.497981,1.002017,18.091232,2.898606,0.49831,12.323
374,known,0.445349,1.053234,18.710579,3.133946,0.446758,12.092
374,known,0.495632,1.004359,18.113642,2.920797,0.496001,12.067
375,known,0.504614,0.995375,17.861889,2.918587,0.504723,11.401
375,known,0.451504,1.047374,18.761799,3.113892,0.452819,11.402
376,known,0.498823,1.001176,17.978497,2.932632,0.498774,11.702
376,known,0.427499,1.070047,19.38797,3.191732,0.42831,11.118
377,known,0.511402,0.988532,17.741043,2.894822,0.511401,11.389
377,known,0.44863,1.050114,18.917641,3.137846,0.449328,11.329
378,known,0.511438,0.988495,17.952442,2.924484,0.512188,11.762
378,known,0.455834,1.043232,18.919493,3.109742,0.456953,11.281
379,known,0.529173,0.970389,17.531017,2.857891,0.529619,11.25
379,known,0.421786,1.075373,19.50289,3.208274,0.422756,10.996
380,known,0.505363,0.994623,17.817514,2.934524,0.505722,11.468
380,known,0.418113,1.078783,19.737064,3.202984,0.419531,11.101
381,known,0.430246,1.067477,19.460621,3.1755,0.431217,11.642
381,known,0.533292,0.966135,17.611328,2.879167,0.532975,11.635
382,known,0.426114,1.071341,19.521538,3.193826,0.426715,11.416
382,known,0.536897,0.962396,17.553535,2.882733,0.53689,11.127
383,known,0.439809,1.058481,19.343929,3.148727,0.441193,11.499
383,known,0.551356,0.947253,17.135759,2.822175,0.552523,11.293
384,known,0.42864,1.068981,19.546104,3.18515,0.430223,11.903
384,known,0.540567,0.958574,17.450596,2.845994,0.541418,11.058
385,known,0.429521,1.068156,19.357903,3.169474,0.430765,11.214
385,known,0.530041,0.969493,17.602564,2.878937,0.531762,11.001
386,known,0.427932,1.069643,19.454618,3.169103,0.42943,11.575
386,known,0.535427,0.963923,17.737473,2.869871,0.537735,11.124
387,known,0.415257,1.081428,19.609272,3.212533,0.416511,12.267
387,known,0.534433,0.964952,17.578762,2.845423,0.536367,11.881
388,known,0.406826,1.089196,19.626051,3.227169,0.408414,16.558
388,known,0.53981,0.959365,17.411226,2.829817,0.541418,14.866
389,known,0.536294,0.963022,17.50165,2.842917,0.537287,11.416
389,known,0.410912,1.085439,19.605764,3.217662,0.412169,11.169
390,known,0.408515,1.087644,19.557758,3.223946,0.409783,11.427
390,known,0.524138,0.975564,17.752367,2.890272,0.525806,11.178
391,known,0.417072,1.079749,19.40797,3.223074,0.418303,11.501
391,known,0.549097,0.949634,17.084917,2.833504,0.551615,11.292
392,known,0.409482,1.086755,19.654686,3.221142,0.410981,11.718
392,known,0.545199,0.953731,17.209753,2.842931,0.547054,11.264
393,known,0.419629,1.077377,19.281164,3.209889,0.420753,11.378
393,known,0.564154,0.933644,16.874737,2.813236,0.565794,11.061
394,known,0.555265,0.943117,17.134249,2.853698,0.55714,11.504
394,known,0.434114,1.063848,19.149109,3.16485,0.434925,11.311
395,known,0.442591,1.05585,18.955624,3.140293,0.443418,11.41
395,known,0.558884,0.939272,17.076235,2.835044,0.560541,11.203
396,known,0.434365,1.063612,19.0835,3.15966,0.43508,11.503
396,known,0.547042,0.951796,17.208078,2.871641,0.548521,11.119
397,known,0.541095,0.958024,17.315502,2.859882,0.542702,11.439
397,known,0.436789,1.06133,18.883642,3.157045,0.437614,11.037
398,known,0.429122,1.06853,19.154488,3.160882,0.430552,11.394
398,known,0.555233,0.943151,17.138716,2.815501,0.555758,11.087
399,known,0.540597,0.958544,17.20043,2.854155,0.540547,11.373
399,known,0.422527,1.074684,19.290699,3.190126,0.424094,11.024
400,known,0.435838,1.062226,18.978502,3.157276,0.437803,11.396
400,known,0.535723,0.963615,17.487291,2.823274,0.536565,11.074
401,known,0.537512,0.961757,17.499739,2.836416,0.537647,11.62
401,known,0.447515,1.051175,18.893291,3.135485,0.449197,11.261
402,known,0.402404,1.093249,19.539246,3.239027,0.403771,11.425
402,known,0.550269,0.948399,17.049196,2.81417,0.549945,11.155
403,known,0.422247,1.074944,19.003071,3.192698,0.423268,11.396
403,known,0.558693,0.939476,16.994759,2.788481,0.558698,11.039
404,known,0.417207,1.079623,19.091093,3.213028,0.418523,11.35
404,known,0.569421,0.927986,16.812794,2.748298,0.569144,11.242
405,known,0.408783,1.087398,19.375824,3.236018,0.409861,11.826
405,known,0.549785,0.948909,17.118299,2.798509,0.549756,11.092
406,known,0.425587,1.071833,19.250654,3.184924,0.426719,11.425
406,known,0.539982,0.959185,17.392979,2.830324,0.540502,11.358
407,known,0.418406,1.078512,19.275414,3.203787,0.419667,11.592
407,known,0.53856,0.960667,17.667925,2.844667,0.53976,11.13
408,known,0.4092,1.087014,19.327312,3.242972,0.410199,11.674
408,known,0.54852,0.950242,17.421755,2.829645,0.548983,11.348
409,known,0.543457,0.955555,17.434111,2.819335,0.543286,11.471
409,known,0.405123,1.090759,19.484875,3.238824,0.406267,11.258
410,known,0.544439,0.954527,17.412018,2.826815,0.544559,11.348
410,known,0.406251,1.089724,19.360538,3.222708,0.407445,11.427
411,known,0.415464,1.081236,19.1103,3.215286,0.416926,11.48
411,known,0.542461,0.956597,17.501423,2.819043,0.542827,11.148
412,known,0.409298,1.086924,19.164295,3.224277,0.411394,11.576
412,known,0.545279,0.953647,17.281324,2.83452,0.546095,11.335
413,known,0.400625,1.094874,19.480478,3.243434,0.402296,11.742
413,known,0.551567,0.94703,17.175728,2.83101,0.552507,11.733
414,known,0.403203,1.092517,19.332245,3.248078,0.405317,11.315
414,known,0.536787,0.96251,17.368164,2.842837,0.537797,11.068
415,known,0.408803,1.087379,19.536943,3.225436,0.410703,11.616
415,known,0.533117,0.966315,17.433342,2.847736,0.533968,11.192
416,known,0.537615,0.96165,17.664043,2.849252,0.538362,11.638
416,known,0.408971,1.087225,19.447662,3.221832,0.410885,11.343
417,known,0.542979,0.956056,17.541958,2.849381,0.543319,11.394
417,known,0.409546,1.086696,19.552105,3.221055,0.41074,11.146
418,known,0.405422,1.090485,19.392229,3.235299,0.407003,12.206
418,known,0.516684,0.983174,17.805977,2.900787,0.517781,12.061
