frame_id,video,cosine,l2,l1,mahalanobis,pearson,embed_ms
419,known,0.402444,1.093211,19.621954,3.236843,0.404001,11.447
419,known,0.538668,0.960554,17.684849,2.824291,0.539818,11.079
420,known,0.403389,1.092347,19.474251,3.247662,0.404904,12.185
420,known,0.523128,0.976598,17.754047,2.885056,0.524441,12.048
421,known,0.365784,1.126247,19.90303,3.316342,0.366985,12.096
421,known,0.536474,0.962835,17.56142,2.844087,0.537866,11.745
422,known,0.376374,1.116805,19.942205,3.297541,0.377349,12.138
422,known,0.532024,0.967446,17.626438,2.841456,0.532847,11.886
423,known,0.380762,1.112869,20.090992,3.267635,0.381842,11.35
423,known,0.525241,0.974432,17.685162,2.86014,0.525732,11.163
424,known,0.529154,0.970408,17.568287,2.847505,0.529315,11.571
424,known,0.396883,1.098287,19.87549,3.237252,0.397626,11.32
425,known,0.384607,1.109408,20.015045,3.25896,0.385398,13.982
425,known,0.528236,0.971354,17.600662,2.856048,0.528896,11.391
426,known,0.390625,1.10397,19.956932,3.249399,0.391337,11.416
426,known,0.531611,0.967873,17.67853,2.838566,0.533119,11.173
427,known,0.398972,1.096383,19.835659,3.241119,0.399759,11.42
427,known,0.509778,0.990173,17.817612,2.887148,0.511161,11.163
428,known,0.39904,1.096321,19.760199,3.234801,0.399639,11.399
428,known,0.500937,0.999063,17.9874,2.892812,0.501376,11.092
429,known,0.389166,1.105291,20.031719,3.255215,0.389736,11.195
429,known,0.505194,0.994793,17.855953,2.888778,0.506139,10.96
430,known,0.399759,1.095665,19.870573,3.241375,0.400306,11.38
430,known,0.52458,0.97511,17.57497,2.870619,0.525119,11.073
431,known,0.390406,1.104169,19.969154,3.258468,0.390663,11.562
431,known,0.513853,0.98605,18.03281,2.862344,0.51383,11.257
432,known,0.394887,1.100103,19.894619,3.23731,0.395016,11.604
432,known,0.494857,1.00513,18.452345,2.913803,0.494102,12.166
433,known,0.407631,1.088457,19.648932,3.20382,0.407748,12.086
433,known,0.48863,1.011306,18.373577,2.951833,0.488063,11.776
434,known,0.397039,1.098145,19.695393,3.259745,0.397308,11.393
434,known,0.502916,0.99708,18.213528,2.907694,0.502046,11.053
435,known,0.438405,1.059807,19.130014,3.173808,0.439329,11.382
435,known,0.49813,1.001868,18.336037,2.929339,0.497488,11.185
436,known,0.456399,1.04269,18.822128,3.116169,0.457104,11.532
436,known,0.487055,1.012862,18.540112,2.953157,0.48673,11.213
437,known,0.48014,1.019667,18.631382,3.032688,0.480323,11.432
437,known,0.49242,1.007551,18.222618,2.930467,0.491857,11.23
438,known,0.515921,0.98395,17.896473,2.907465,0.515915,11.974
438,known,0.47103,1.028562,18.628675,2.993453,0.472374,11.615
439,known,0.487012,1.012905,18.428858,2.925945,0.487374,11.474
439,known,0.488333,1.011599,18.310402,2.978643,0.488371,11.431
440,known,0.509195,0.990762,18.226864,2.865491,0.509434,11.809
440,known,0.468164,1.031345,18.446877,3.032544,0.468239,11.443
441,known,0.504391,0.995599,18.128574,2.875035,0.504949,11.499
441,known,0.423325,1.073942,19.374287,3.111831,0.42342,11.724
442,known,0.501312,0.998688,18.09446,2.898959,0.502283,12.104
442,known,0.331596,1.156204,21.087814,3.319022,0.332209,12.171
443,known,0.520507,0.979279,17.833258,2.868212,0.521025,12.355
443,known,0.351049,1.139255,20.945122,3.271082,0.351329,12.281
444,known,0.498778,1.001221,18.174196,2.932409,0.499738,11.97
444,known,0.3317,1.156114,21.25621,3.298231,0.331984,12.959
445,known,0.50028,0.99972,18.349663,2.954381,0.500295,13.041
445,known,0.313888,1.17142,21.677879,3.335443,0.313904,12.93
446,known,0.469451,1.030096,18.678852,3.027412,0.470312,12.526
446,known,0.286769,1.194346,21.87472,3.399532,0.286702,11.328
447,known,0.47716,1.022585,18.487938,3.003225,0.478348,11.831
447,known,0.265721,1.211841,22.122633,3.405333,0.265635,11.393
448,known,0.488051,1.011878,18.406595,2.956421,0.488093,11.386
448,known,0.300366,1.182906,21.712444,3.353466,0.300381,11.196
449,known,0.478836,1.020945,18.654333,2.941422,0.479152,11.327
449,known,0.273792,1.205162,21.928329,3.402533,0.273693,11.226
450,known,0.459881,1.039344,19.02948,2.982651,0.459827,11.368
450,known,0.287659,1.193601,21.899403,3.371868,0.287582,11.233
451,known,0.47599,1.023728,18.719837,2.947748,0.475214,11.552
451,known,0.313912,1.171399,21.495932,3.352436,0.313832,11.508
452,known,0.478836,1.020945,18.665005,2.932175,0.478934,11.377
452,known,0.303717,1.18007,21.614811,3.360423,0.303635,11.249
453,known,0.474495,1.025188,18.558319,2.93178,0.474491,11.628
453,known,0.307887,1.176531,21.44277,3.355557,0.307801,11.512
454,known,0.50055,0.99945,18.323664,2.894964,0.500273,11.497
454,known,0.313397,1.171839,21.438143,3.369835,0.31332,11.304
455,known,0.499735,1.000265,18.346355,2.888729,0.500084,11.917
455,known,0.347126,1.142694,20.894424,3.303485,0.347098,11.498
456,known,0.525865,0.973792,17.735256,2.860354,0.525701,11.366
456,known,0.349575,1.140548,20.871675,3.289669,0.349506,11.149
457,known,0.5129,0.987016,18.097879,2.849881,0.512579,11.385
457,known,0.337215,1.151334,21.03496,3.30316,0.337138,11.219
458,known,0.528167,0.971424,17.721983,2.868594,0.528812,11.637
458,known,0.353988,1.136672,20.906042,3.265208,0.353922,12.142
459,known,0.527579,0.972029,17.665529,2.838055,0.527808,11.415
459,known,0.353682,1.136942,20.758667,3.246262,0.353607,11.19
460,known,0.528593,0.970986,17.585407,2.83666,0.528595,11.871
460,known,0.336361,1.152076,21.166,3.301974,0.336289,11.656
461,known,0.54331,0.955709,17.084696,2.750633,0.544929,12.164
461,known,0.331975,1.155876,20.839998,3.327813,0.331897,12.267
462,known,0.507011,0.992965,17.767307,2.850657,0.5078,11.567
462,known,0.354667,1.136075,20.690168,3.292715,0.354655,11.424
463,known,0.576385,0.920451,16.578974,2.694876,0.576429,13.364
463,known,0.360777,1.130683,20.775972,3.267242,0.361174,11.358
464,known,0.599589,0.894887,16.104919,2.628908,0.599503,11.349
464,known,0.35504,1.135746,20.682587,3.310234,0.355372,11.185
465,known,0.391345,1.103318,20.100771,3.247868,0.391777,11.462
465,known,0.61544,0.876994,16.142818,2.558838,0.615683,11.333
466,known,0.459535,1.039678,18.872164,3.078256,0.460155,11.49
466,known,0.591567,0.903807,16.478607,2.638411,0.592268,11.315
467,known,0.508802,0.991159,17.759449,2.974493,0.509323,11.684
467,known,0.600985,0.893325,15.993122,2.600536,0.600651,11.277
468,known,0.53895,0.960261,17.189293,2.830275,0.538919,11.211
468,known,0.599517,0.894967,15.900433,2.569212,0.599719,11.1
469,known,0.531431,0.968059,17.505354,2.853237,0.531519,11.404
469,known,0.592334,0.902958,16.09016,2.597296,0.592269,11.222
470,known,0.533169,0.966262,17.60833,2.863165,0.533281,11.302
470,known,0.597611,0.897094,15.918518,2.590535,0.597712,11.207
471,known,0.520232,0.979559,18.079636,2.922692,0.520525,11.695
471,known,0.595966,0.898926,16.215441,2.587972,0.595792,11.347
472,known,0.48645,1.01346,18.533497,3.027489,0.487175,11.873
472,known,0.586775,0.909093,16.354237,2.603237,0.586754,11.452
473,known,0.460697,1.038559,19.065163,3.087928,0.461223,11.728
473,known,0.573821,0.923232,16.569721,2.633414,0.573766,11.185
474,known,0.401672,1.093918,20.10984,3.244347,0.402425,11.49
474,known,0.595262,0.899709,16.204926,2.601972,0.595629,11.304
475,known,0.384702,1.109323,20.185789,3.276956,0.386747,11.396
475,known,0.594078,0.901024,16.300026,2.59029,0.594227,11.276
476,known,0.401018,1.094515,19.777443,3.223767,0.402484,11.358
476,known,0.569292,0.928125,16.755898,2.633176,0.568824,11.224
477,known,0.43073,1.067024,19.145046,3.165224,0.431724,11.396
477,known,0.551981,0.946593,17.150122,2.661228,0.551554,12.01
478,known,0.416685,1.080107,19.347145,3.213853,0.417611,11.571
478,known,0.562006,0.935943,16.911911,2.674144,0.561507,11.11
479,known,0.409867,1.086401,19.562008,3.231989,0.410702,11.594
479,known,0.55582,0.942528,17.175129,2.647136,0.555317,11.494
480,known,0.428551,1.069064,19.288986,3.185071,0.429512,11.766
480,known,0.555415,0.942959,17.247614,2.641702,0.554934,11.446
481,known,0.441135,1.057227,19.002291,3.148388,0.442294,11.699
481,known,0.575654,0.921244,16.687887,2.615045,0.574854,11.434
482,known,0.517721,0.98212,17.920816,2.950766,0.517997,11.214
482,known,0.575712,0.921182,16.683556,2.595097,0.575014,10.982
483,known,0.498119,1.001879,18.085276,2.996556,0.498098,11.538
483,known,0.553266,0.945234,17.142113,2.666665,0.552958,11.315
484,known,0.493369,1.006609,18.111469,3.023166,0.493442,12.319
484,known,0.559872,0.93822,16.911976,2.659204,0.559341,12.167
485,known,0.474523,1.025161,18.476622,3.046278,0.474693,12.149
485,known,0.565113,0.932616,16.787598,2.645183,0.5643,11.903
486,known,0.489357,1.010587,18.268822,3.001073,0.489818,11.927
486,known,0.571783,0.925437,16.729641,2.622303,0.571148,11.698
487,known,0.473522,1.026137,18.265324,3.008486,0.47412,12.399
487,known,0.560446,0.937607,16.907162,2.647517,0.559795,12.232
488,known,0.424335,1.073001,19.226505,3.1279,0.424478,11.535
488,known,0.549583,0.949123,17.090372,2.679842,0.548974,11.271
489,known,0.479171,1.020616,18.609371,2.987599,0.479284,11.845
489,known,0.550631,0.948018,17.085155,2.68904,0.549416,11.606
490,known,0.425801,1.071633,19.279718,3.118329,0.4262,11.638
490,known,0.519877,0.979921,17.283884,2.764412,0.519251,11.185
491,known,0.520999,0.978775,17.568157,2.783791,0.521247,11.787
491,known,0.41916,1.077812,19.311527,3.102623,0.419875,11.302
492,known,0.442566,1.055873,18.806953,3.076502,0.443605,11.599
492,known,0.526485,0.973154,17.44606,2.793842,0.526962,11.352
493,known,0.445221,1.053355,18.777668,3.051232,0.445868,12.027
493,known,0.504526,0.995464,17.698587,2.861352,0.505238,11.687
494,known,0.447602,1.051093,18.927176,3.063999,0.448171,11.421
494,known,0.493443,1.006535,18.231613,2.904943,0.494784,11.234
495,known,0.432552,1.065315,19.156963,3.10451,0.4327,11.66
495,known,0.495029,1.004959,18.184597,2.902446,0.496132,11.672
496,known,0.441757,1.05664,18.866661,3.078005,0.44207,11.758
496,known,0.468158,1.03135,18.467545,2.962313,0.469891,11.513
497,known,0.457994,1.041159,18.524815,2.974193,0.459836,11.646
497,known,0.451295,1.047573,18.851557,3.059702,0.451329,11.477
498,known,0.45923,1.039971,18.535044,3.010152,0.459453,11.712
498,known,0.444779,1.053775,18.991215,3.025274,0.447375,11.335
499,known,0.44553,1.053063,18.818384,3.032022,0.445542,11.971
499,known,0.451622,1.047262,18.730204,2.979829,0.452241,11.577
500,known,0.431398,1.066398,19.48558,3.061193,0.432243,12.646
500,known,0.478477,1.021296,18.09824,2.964581,0.478571,12.113
501,known,0.440393,1.05793,19.144318,3.003585,0.441547,12.12
501,known,0.456967,1.042145,18.569548,3.022058,0.457106,12.296
502,known,0.469298,1.030245,18.426094,3.004954,0.469284,11.518
502,known,0.458087,1.041069,18.902039,2.892881,0.458716,11.335
503,known,0.476576,1.023156,18.255707,2.975494,0.476561,11.431
503,known,0.461995,1.037309,18.8269,2.889709,0.462763,11.237
504,known,0.438648,1.059577,19.236671,3.058774,0.440142,11.728
504,known,0.446708,1.051943,18.617695,3.060246,0.446844,11.796
505,known,0.453674,1.0453,18.998932,2.979597,0.453316,11.479
505,known,0.42285,1.074383,18.750313,3.110935,0.423012,11.207
506,known,0.435321,1.062712,19.39089,3.019966,0.43574,12.699
506,known,0.447031,1.051636,18.562626,3.060234,0.447053,12.696
507,known,0.459549,1.039664,18.944256,2.97552,0.459981,11.394
507,known,0.451319,1.047551,18.445028,3.060256,0.451287,11.181
508,known,0.466581,1.032879,18.800312,2.971026,0.46661,11.693
508,known,0.446561,1.052083,18.692223,3.068737,0.446701,11.457
509,known,0.475913,1.023804,18.550419,2.940234,0.475622,11.384
509,known,0.469591,1.029961,18.499096,3.030454,0.469681,11.306
510,known,0.495637,1.004354,18.244335,2.887123,0.495427,11.618
510,known,0.456211,1.042871,18.718349,3.065588,0.456275,11.397
511,known,0.510452,0.989493,17.666765,2.898911,0.510305,11.748
511,known,0.465412,1.03401,18.453674,3.035109,0.465483,11.515
512,known,0.473023,1.026622,18.548607,2.924504,0.472569,13.039
512,known,0.521873,0.977882,17.681286,2.903254,0.521924,11.89
513,known,0.460244,1.038995,18.690842,2.948382,0.45992,11.769
513,known,0.560596,0.937447,17.044046,2.813097,0.560842,11.432
514,known,0.456521,1.042573,18.831802,2.967908,0.457256,11.414
514,known,0.537455,0.961816,17.440561,2.874496,0.537663,11.334
515,known,0.464221,1.035161,18.654413,2.962416,0.464907,11.561
515,known,0.498474,1.001525,17.845997,2.942536,0.498528,11.321
516,known,0.476549,1.023183,18.1647,3.01787,0.478724,16.768
516,known,0.506545,0.993433,18.018459,2.940392,0.506568,14.753
517,known,0.494036,1.005946,17.970413,2.965768,0.495862,11.428
517,known,0.536083,0.963242,17.36396,2.872624,0.536106,11.346
518,known,0.514192,0.985706,17.451004,2.939384,0.516939,11.575
518,known,0.517063,0.982789,18.008055,2.91985,0.517529,11.707
519,known,0.510752,0.98919,17.54789,2.923213,0.51268,11.784
519,known,0.513323,0.986587,17.986324,2.922998,0.51404,11.532
520,known,0.537799,0.961459,17.043325,2.863217,0.540316,11.817
520,known,0.487785,1.012142,18.444818,3.02331,0.488524,11.32
521,known,0.523069,0.976658,17.336655,2.889086,0.524249,12.144
521,known,0.480397,1.019414,18.562519,3.053076,0.481749,11.739
522,known,0.458694,1.040486,18.686926,3.113589,0.460804,11.942
522,known,0.513619,0.986287,17.640392,2.902415,0.514788,11.577
523,known,0.468499,1.03102,18.550861,3.075203,0.470323,11.863
523,known,0.523097,0.97663,17.406605,2.869985,0.52401,11.415
524,known,0.460686,1.03857,18.501705,3.092273,0.463386,11.946
524,known,0.52635,0.973293,17.366724,2.854671,0.527024,11.485
525,known,0.447002,1.051664,18.968475,3.137818,0.448257,11.404
525,known,0.493095,1.006882,18.062231,2.932842,0.493802,11.214
526,known,0.490593,1.009363,18.094883,2.937192,0.490997,11.896
526,known,0.469533,1.030017,18.656322,3.066769,0.470935,11.477
527,known,0.430867,1.066895,19.103407,3.154829,0.431496,11.717
527,known,0.501742,0.998257,17.89747,2.908142,0.501944,11.293
528,known,0.436955,1.061174,19.165703,3.141286,0.437929,11.867
528,known,0.491319,1.008643,18.159363,2.939127,0.491919,11.608
529,known,0.430647,1.067102,19.318424,3.158801,0.431363,11.142
529,known,0.517302,0.982546,17.568775,2.889121,0.51923,10.947
530,known,0.421379,1.075752,19.510918,3.173415,0.421982,11.575
530,known,0.501893,0.998105,17.974045,2.904052,0.502648,11.369
531,known,0.400363,1.095114,20.068033,3.244693,0.400732,11.509
531,known,0.508909,0.991051,17.793251,2.889375,0.510037,11.188
532,known,0.416928,1.079881,19.759094,3.188234,0.417238,11.867
532,known,0.503822,0.996171,17.809395,2.909716,0.504974,11.427
533,known,0.393131,1.101698,19.94978,3.257779,0.393346,11.711
533,known,0.506636,0.993342,17.833864,2.904738,0.507896,11.526
534,known,0.411867,1.084558,19.858164,3.225221,0.412171,11.372
534,known,0.508943,0.991017,17.77742,2.894594,0.510751,11.27
535,known,0.371133,1.121487,20.211128,3.319524,0.371278,12.176
535,known,0.509301,0.990655,17.7971,2.905271,0.510948,12.052
536,known,0.398073,1.097203,20.114958,3.256953,0.398114,11.38
536,known,0.511816,0.988114,17.712013,2.915219,0.514254,11.193
537,known,0.505007,0.994981,17.884192,2.943242,0.507785,11.718
537,known,0.386435,1.107759,20.284328,3.270326,0.386409,11.471
538,known,0.501934,0.998065,17.838188,2.921285,0.503522,11.929
538,known,0.432296,1.065555,19.599449,3.173112,0.432245,11.189
539,known,0.521791,0.977966,17.612974,2.883198,0.522833,11.193
539,known,0.427806,1.069761,19.462078,3.195606,0.427951,11.149
540,known,0.472789,1.02685,18.61241,3.067194,0.473468,11.904
540,known,0.505874,0.994109,17.803173,2.907217,0.506699,11.273
541,known,0.478526,1.021248,18.466034,3.056062,0.479839,11.552
541,known,0.516052,0.983818,17.635792,2.899178,0.517201,11.387
542,known,0.492731,1.007243,18.310568,3.019388,0.494052,11.972
542,known,0.517155,0.982695,17.669636,2.870773,0.518281,11.471
543,known,0.529562,0.969988,17.628201,2.896132,0.530652,16.518
543,known,0.51981,0.97999,17.747822,2.866408,0.520343,14.671
544,known,0.499776,1.000224,18.002102,2.946709,0.501223,11.488
544,known,0.525041,0.974637,17.602856,2.909208,0.525717,11.218
545,known,0.52041,0.979377,17.665409,2.879802,0.522634,11.167
545,known,0.506963,0.993013,18.07914,2.979548,0.507539,11.47
546,known,0.546793,0.952058,17.162136,2.863185,0.547053,11.827
546,known,0.527757,0.971847,17.848961,2.884279,0.529878,11.613
547,known,0.510773,0.989169,17.889757,2.927183,0.513614,11.441
547,known,0.484204,1.015673,18.090359,2.954946,0.484363,11.401
548,known,0.519093,0.980721,17.611168,2.89016,0.520374,11.582
548,known,0.368429,1.123896,20.006054,3.220698,0.368408,11.478
549,known,0.539361,0.959832,17.428524,2.827961,0.540841,11.769
549,known,0.314909,1.170548,21.049133,3.371055,0.315039,11.614
550,known,0.526636,0.973,17.502783,2.853086,0.528009,11.439
550,known,0.286685,1.194416,21.229719,3.369939,0.286855,11.264
551,known,0.542379,0.956683,17.367113,2.788633,0.543541,11.667
551,known,0.300787,1.18255,21.101032,3.393981,0.300892,11.352
552,known,0.491408,1.008556,18.265568,2.950691,0.493391,11.823
552,known,0.275408,1.203821,21.242867,3.408783,0.275346,11.55
553,known,0.525859,0.973798,17.40649,2.843394,0.527869,11.883
553,known,0.224925,1.24505,21.763605,3.490469,0.22494,12.256
554,known,0.507415,0.992557,17.885931,2.914032,0.508304,12.033
554,known,0.207897,1.258653,22.212708,3.521968,0.208473,11.883
555,known,0.500259,0.999741,17.813663,2.973654,0.502771,11.937
555,known,0.190372,1.2725,22.928207,3.571277,0.190838,11.74
556,known,0.50726,0.992713,17.731609,2.905963,0.509212,11.863
556,known,0.16805,1.289923,23.225372,3.594356,0.168429,11.611
557,known,0.509402,0.990553,17.767454,2.926524,0.510636,11.621
558,known,0.503515,0.996479,17.985357,2.913649,0.504616,11.756
559,known,0.488249,1.011682,18.162319,2.917158,0.489602,11.733
560,known,0.491115,1.008846,18.183716,2.942385,0.492694,11.822
561,known,0.505399,0.994586,17.932419,2.905664,0.506844,11.571
562,known,0.502964,0.997031,17.970646,2.930695,0.504101,11.952
563,known,0.497269,1.002728,17.720161,2.935395,0.496776,12.028
564,known,0.520324,0.979465,17.474003,2.888118,0.519615,15.913
565,known,0.517369,0.982477,17.447273,2.885835,0.516507,11.829
566,known,0.523915,0.975792,17.516754,2.868656,0.523366,11.797
567,known,0.511153,0.988784,17.709028,2.876812,0.51241,11.885
568,known,0.446332,1.0523,18.789534,3.074185,0.448,11.459
569,known,0.445172,1.053402,18.739061,3.072982,0.445374,11.727
570,known,0.468898,1.030633,18.777782,2.973798,0.469499,11.509
571,known,0.471751,1.027861,18.805166,2.973999,0.4718,11.998
572,known,0.445948,1.052665,19.095798,3.037391,0.446172,11.493
573,known,0.472449,1.027182,18.944866,2.964581,0.472195,12.239
574,known,0.462885,1.03645,18.760418,2.993246,0.462254,12.187
575,known,0.464853,1.034551,18.829765,2.977365,0.464999,11.787
576,known,0.475756,1.023957,18.587265,2.972052,0.475683,12.252
577,known,0.522709,0.977027,17.495302,2.87376,0.523279,11.597
578,known,0.497167,1.002829,17.950565,2.942448,0.498736,11.382
579,known,0.497482,1.002514,17.97171,2.933948,0.498231,11.67
580,known,0.468123,1.031385,18.754448,3.028452,0.469764,11.681
581,known,0.486208,1.013698,18.204098,2.993691,0.487775,12.574
582,known,0.504922,0.995066,17.863293,2.955143,0.506749,11.743
583,known,0.505795,0.994188,17.878286,2.952474,0.506606,12.023
584,known,0.499523,1.000477,18.104252,2.955353,0.50135,11.47
585,known,0.492887,1.007088,18.192858,2.960062,0.494188,11.451
586,known,0.506329,0.993651,18.07266,2.938879,0.508837,12.063
587,known,0.508721,0.991241,18.042027,2.935868,0.510536,11.872
588,known,0.521404,0.978362,17.884758,2.855928,0.522633,11.525
589,known,0.53144,0.96805,17.719709,2.837627,0.532137,11.713
590,known,0.543348,0.955669,17.433863,2.803827,0.544454,11.624
591,known,0.54414,0.95484,17.383272,2.812581,0.545559,11.936
592,known,0.525249,0.974424,17.706707,2.853763,0.527395,11.892
593,known,0.518541,0.981284,17.951214,2.881443,0.520629,12.544
594,known,0.522644,0.977093,17.581617,2.845225,0.522983,12.158
595,known,0.534455,0.96493,17.156746,2.829166,0.535305,12.237
596,known,0.513718,0.986187,17.731335,2.837649,0.513667,12.171
597,known,0.499973,1.000026,17.960419,2.889291,0.499168,12.046
598,known,0.478601,1.021175,18.433418,2.972709,0.477972,16.534
599,known,0.459479,1.039731,18.409935,3.011069,0.45914,11.787
600,known,0.500851,0.999148,17.681229,2.891793,0.502432,11.783
601,known,0.472607,1.027027,18.048861,2.95302,0.476671,11.744
602,known,0.531265,0.96823,17.176342,2.781473,0.534375,11.898
603,known,0.571154,0.926117,16.577217,2.656272,0.574353,11.854
604,known,0.55887,0.939287,16.832363,2.666916,0.55979,11.786
605,known,0.570693,0.926614,16.608952,2.591729,0.572919,11.823
606,known,0.562986,0.934895,16.872269,2.624845,0.564114,16.535
607,known,0.558612,0.939562,16.838619,2.637766,0.56144,11.926
608,known,0.550279,0.948389,17.342937,2.669256,0.551608,11.66
609,known,0.48672,1.013193,18.275681,2.850428,0.489076,11.763
610,known,0.32939,1.158111,20.854616,3.20302,0.329403,11.513
610,known,0.5233,0.976422,17.79464,2.753889,0.523077,11.158
611,known,0.365147,1.126812,20.136089,3.161814,0.365388,11.439
611,known,0.521907,0.977847,17.759193,2.753145,0.523211,11.23
612,known,0.398126,1.097155,19.28093,3.164158,0.398795,11.617
612,known,0.477448,1.022303,18.511925,2.863703,0.477711,11.322
613,known,0.417147,1.079679,19.335434,3.133913,0.417595,11.856
613,known,0.479635,1.020162,18.487778,2.861196,0.479495,12.394
614,known,0.488097,1.011833,18.238543,2.957641,0.488595,11.524
614,known,0.498031,1.001967,18.214499,2.801243,0.499112,11.322
615,known,0.490883,1.009076,17.91943,2.973807,0.491334,11.784
615,known,0.44298,1.055481,18.808353,2.942632,0.443225,11.554
616,known,0.538984,0.960225,16.750599,2.869168,0.539467,12.245
616,known,0.408716,1.087459,19.304287,3.035796,0.40984,11.763
617,known,0.532986,0.966451,17.036232,2.872023,0.533028,11.81
617,known,0.413,1.083513,19.22566,3.020973,0.413541,11.81
618,known,0.573274,0.923825,16.33585,2.772945,0.573432,11.623
618,known,0.43883,1.059406,19.018887,2.961552,0.440434,11.673
619,known,0.585499,0.910495,16.049587,2.723145,0.585465,12.025
619,known,0.471658,1.027951,18.569672,2.884675,0.47291,11.657
620,known,0.622855,0.868498,15.466231,2.608554,0.622841,11.741
620,known,0.478482,1.021291,18.37343,2.853011,0.48042,11.249
621,known,0.607222,0.886316,16.09803,2.657527,0.607194,11.473
621,known,0.465565,1.033861,18.705261,2.873777,0.466936,11.301
622,known,0.582453,0.913835,16.774239,2.752971,0.582428,11.644
622,known,0.460051,1.039181,18.652279,2.90354,0.460724,11.371
623,known,0.601566,0.892675,16.247375,2.693121,0.601589,11.883
623,known,0.475191,1.024509,18.323849,2.92648,0.476082,11.552
624,known,0.563241,0.934622,16.818466,2.816917,0.56322,11.771
624,known,0.476663,1.023071,18.462311,2.890604,0.477894,11.354
625,known,0.5532,0.945304,17.400715,2.838969,0.553226,11.918
625,known,0.450626,1.048212,19.005356,2.969625,0.452876,11.38
626,known,0.522889,0.976843,17.704906,2.908518,0.523032,14.596
626,known,0.418237,1.078668,19.409645,3.077148,0.419594,11.543
627,known,0.488733,1.011204,18.29578,2.991792,0.488949,11.559
627,known,0.405015,1.090857,19.349268,3.130393,0.4059,11.371
628,known,0.435474,1.062569,19.508572,3.107717,0.435887,11.953
628,known,0.437465,1.060693,18.708473,3.077687,0.439813,11.747
629,known,0.436635,1.061476,19.374243,3.093586,0.437171,12.108
629,known,0.457148,1.041972,18.627815,2.989033,0.458896,12.234
630,known,0.412114,1.08433,19.715576,3.154757,0.412517,11.257
630,known,0.470242,1.029328,18.505421,2.947111,0.471552,11.153
631,known,0.400972,1.094557,20.21093,3.179697,0.401503,11.938
631,known,0.469343,1.030201,18.411217,2.95702,0.470212,14.021
632,known,0.375796,1.117322,20.283739,3.228426,0.376156,12.012
632,known,0.484468,1.015413,18.212132,2.945015,0.485677,11.732
633,known,0.416207,1.080549,19.968388,3.126845,0.417055,11.999
633,known,0.476181,1.023542,18.329302,2.930736,0.476677,11.613
634,known,0.382689,1.111135,20.572464,3.205406,0.383042,12.454
634,known,0.392083,1.102649,19.985653,3.076498,0.392172,12.459
635,known,0.362602,1.129069,20.618435,3.230907,0.363086,12.175
635,known,0.467239,1.032241,18.433773,2.933836,0.467795,12.123
636,known,0.370122,1.122388,20.479595,3.19393,0.370549,12.058
636,known,0.457765,1.041379,18.636457,2.977529,0.460357,12.146
637,known,0.336919,1.151591,21.127548,3.279373,0.337249,11.44
637,known,0.403155,1.092561,19.577238,3.085587,0.405869,11.19
638,known,0.354481,1.136239,20.807819,3.243625,0.354983,11.751
638,known,0.345731,1.143914,20.573784,3.118062,0.34619,11.602
639,known,0.365596,1.126414,20.676159,3.223905,0.365966,11.729
639,known,0.333967,1.154152,20.799252,3.192971,0.333963,11.364
640,known,0.405983,1.089969,19.981981,3.115156,0.406281,11.813
640,known,0.367346,1.124859,20.254452,3.168346,0.367345,11.352
641,known,0.376905,1.116329,20.422153,3.206801,0.3771,12.104
641,known,0.35921,1.132069,20.611134,3.181811,0.359263,11.719
642,known,0.370372,1.122166,20.652416,3.232556,0.37067,11.943
642,known,0.389368,1.105108,20.23299,3.10099,0.389578,12.76
643,known,0.36947,1.12297,20.648832,3.211476,0.369654,12.237
643,known,0.388111,1.106245,20.082613,3.096279,0.387779,12.101
644,known,0.386114,1.108048,20.093365,3.100734,0.384652,12.143
644,known,0.346379,1.143347,20.927553,3.295468,0.346616,12.137
645,known,0.416736,1.080059,19.683668,3.015968,0.415117,11.867
645,known,0.37192,1.120786,20.720968,3.210835,0.372283,11.499
646,known,0.339424,1.149414,21.007534,3.290938,0.339575,11.613
646,known,0.395976,1.099112,19.742706,3.067368,0.395417,12.036
647,known,0.321885,1.164573,21.278683,3.34511,0.322001,11.517
647,known,0.394703,1.10027,19.592806,3.059686,0.394053,11.322
648,known,0.404966,1.090902,19.54294,3.046705,0.404826,11.624
648,known,0.31219,1.172868,21.620438,3.356163,0.312222,11.27
649,known,0.332328,1.155571,21.313354,3.31138,0.332396,11.564
649,known,0.400056,1.095394,19.825726,3.028716,0.400429,11.353
650,known,0.383898,1.110047,20.027681,3.146492,0.383688,12.036
650,known,0.325659,1.161328,21.30817,3.316894,0.325726,12.267
651,known,0.326237,1.16083,21.540642,3.3371,0.326164,11.625
651,known,0.399256,1.096124,19.582081,3.113692,0.399221,11.825
652,known,0.329384,1.158116,21.294788,3.32179,0.329306,11.963
652,known,0.417502,1.079349,19.287895,3.061141,0.416854,11.911
653,known,0.414079,1.082516,19.798742,3.075794,0.414596,12.257
653,known,0.316797,1.168934,21.61371,3.350069,0.316893,12.136
654,known,0.335925,1.152454,21.188934,3.296932,0.336001,12.342
654,known,0.444361,1.054172,19.086866,3.01701,0.444445,12.163
655,known,0.428281,1.069317,19.495583,3.077368,0.428645,12.195
655,known,0.322517,1.16403,21.460777,3.326694,0.322606,11.627
656,known,0.419736,1.077278,19.7019,3.129744,0.421174,12.189
656,known,0.365733,1.126292,20.555119,3.242709,0.365974,12.343
